texto_comentario;owner_username;timestamp;replies;likescount;shortcode;owner_username_norm;comment_timestamp;word_count;is_qualified;is_question;sentiment_label;sentiment_score;emotion_label;replies_list;replies_total;reply_depth_max;post_timestamp;delay_hours;delay_hour_bucket;is_verified
Quando sai o resultado?;sammy_filiman;2025-06-07 23:25:26+00:00;"[{""id"": ""18062736493937050"", ""text"": ""@sammy_filiman olá! Acesse o cronograma junto ao edital e acompanhe diariamente em ufsm.br/prograd"", ""ownerUsername"": ""progradufsm"", ""ownerProfilePicUrl"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b"", ""timestamp"": ""2025-06-10T17:44:31.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""3231014885"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b"", ""username"": ""progradufsm""}}]";2;DKK1ISuO5qS;sammy_filiman;2025-06-07 20:25:26-03:00;4;False;True;neutro;0;duvida;[{'id': '18062736493937050', 'text': '@sammy_filiman olá! Acesse o cronograma junto ao edital e acompanhe diariamente em ufsm.br/prograd', 'ownerUsername': 'progradufsm', 'ownerProfilePicUrl': 'https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b', 'timestamp': '2025-06-10T17:44:31.000Z', 'repliesCount': 0, 'replies': [], 'likesCount': 0, 'owner': {'id': '3231014885', 'is_verified': False, 'profile_pic_url': 'https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b', 'username': 'progradufsm'}}];1;1;2025-05-27 16:45:18-03:00;267.6688888888889;267;False
Continuo sem conseguir enviar mesmo sendo esta que me mandou.;diule_alves___;2025-07-09 11:57:47+00:00;[];1;DKK1ISuO5qS;diule_alves___;2025-07-09 08:57:47-03:00;10;True;False;neutro;0;neutra;[];0;0;2025-05-27 16:45:18-03:00;1024.2080555555556;1024;False
@diule_alves___ olá! Tente o nisa@nisa.ufsm.br;progradufsm;2025-07-09 13:58:43+00:00;[];0;DKK1ISuO5qS;progradufsm;2025-07-09 10:58:43-03:00;8;True;False;neutro;0;neutra;[];0;0;2025-05-27 16:45:18-03:00;1026.223611111111;1026;False
Só não consigo votar  bozozada , pois só querem se dar bem;tortacombrocolis;2025-05-31 15:50:17+00:00;[];0;DKPaci-t7V9;tortacombrocolis;2025-05-31 12:50:17-03:00;11;True;False;neutro;0;neutra;[];0;0;2025-05-29 11:28:20-03:00;49.365833333333335;49;False
📻 Acompanhe os debates na UniFM 107.9 ou online em ufsm.br/radio 🎧;radiosufsm;2025-05-29 15:38:58+00:00;[];2;DKPaci-t7V9;radiosufsm;2025-05-29 12:38:58-03:00;13;True;False;neutro;0;neutra;[];0;0;2025-05-29 11:28:20-03:00;1.1772222222222222;1;False
Sil 💚💜💚;djarts_8;2025-07-10 22:59:15+00:00;[];0;DKPeLWNtI9U;djarts_8;2025-07-10 19:59:15-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-29 12:00:00-03:00;1015.9875;1015;False
Pop star❤️;elicosta.68;2025-06-08 17:31:02+00:00;[];1;DKPeLWNtI9U;elicosta.68;2025-06-08 14:31:02-03:00;2;False;False;neutro;0;neutra;[];0;0;2025-05-29 12:00:00-03:00;242.51722222222222;242;False
Amado! Lindo!;lisiane_ribeiro_adv;2025-06-08 01:12:34+00:00;[];1;DKPeLWNtI9U;lisiane_ribeiro_adv;2025-06-07 22:12:34-03:00;2;False;False;positivo;1;entusiasmo;[];0;0;2025-05-29 12:00:00-03:00;226.20944444444444;226;False
Mimoso, nossa celebridade.❤️;claudiarosanemen;2025-06-07 12:13:32+00:00;[];3;DKPeLWNtI9U;claudiarosanemen;2025-06-07 09:13:32-03:00;3;False;False;neutro;0;neutra;[];0;0;2025-05-29 12:00:00-03:00;213.22555555555556;213;False
;giovannabl;2025-06-07 09:56:51+00:00;[];1;DKPeLWNtI9U;giovannabl;2025-06-07 06:56:51-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-29 12:00:00-03:00;210.9475;210;False
Impressão minha ou nosso heroi está mais magro? Fez dieta?!;mariliavero;2025-06-07 00:35:45+00:00;[];1;DKPeLWNtI9U;mariliavero;2025-06-06 21:35:45-03:00;10;True;True;neutro;0;duvida;[];0;0;2025-05-29 12:00:00-03:00;201.59583333333333;201;False
QUE OUTRAS ENTIDADES EDUCACIONAIS E LIBERAIS “SIGAM O NOBRE EXEMPLO DA UFSM/UNIVERSIDADE FEDERAL DE SANTA MARIA!🐾👏👏👏🙌🙏❤️ PARABÉNS USFM!🐾;marta.g.o.s;2025-06-06 21:00:14+00:00;[];1;DKPeLWNtI9U;marta.g.o.s;2025-06-06 18:00:14-03:00;19;True;False;positivo;1;entusiasmo;[];0;0;2025-05-29 12:00:00-03:00;198.0038888888889;198;False
Sensacional;andreiaguasso;2025-06-06 12:02:22+00:00;[];2;DKPeLWNtI9U;andreiaguasso;2025-06-06 09:02:22-03:00;1;False;False;neutro;0;entusiasmo;[];0;0;2025-05-29 12:00:00-03:00;189.03944444444446;189;False
A música 🎸 ficou show ! ...;nelci.lourenco.1612;2025-06-05 23:24:31+00:00;[];2;DKPeLWNtI9U;nelci.lourenco.1612;2025-06-05 20:24:31-03:00;4;False;False;positivo;1;entusiasmo;[];0;0;2025-05-29 12:00:00-03:00;176.4086111111111;176;False
Silveira você é o cara ! ... ❤️;nelci.lourenco.1612;2025-06-05 23:20:26+00:00;[];2;DKPeLWNtI9U;nelci.lourenco.1612;2025-06-05 20:20:26-03:00;5;False;False;neutro;0;neutra;[];0;0;2025-05-29 12:00:00-03:00;176.34055555555557;176;False
❤️❤️👏👏;biologicas.ufsm.pm;2025-05-30 19:06:46+00:00;[];0;DKQG98CJb9r;biologicas.ufsm.pm;2025-05-30 16:06:46-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-29 18:17:40-03:00;21.81833333333333;21;False
@ppgagronegocios_ufsm @saudeeruralidadeufsm;ufsmpm;2025-05-30 17:41:07+00:00;[];0;DKQG98CJb9r;ufsmpm;2025-05-30 14:41:07-03:00;2;False;False;neutro;0;neutra;[];0;0;2025-05-29 18:17:40-03:00;20.390833333333333;20;False
@jardim_medicinal_ufsm 💙😃;ufsmpm;2025-05-30 17:39:47+00:00;[];0;DKQG98CJb9r;ufsmpm;2025-05-30 14:39:47-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-29 18:17:40-03:00;20.36861111111111;20;False
@taneabisogningarlet e @biologicas.ufsm.pm 👏👏👏;ufsmpm;2025-05-30 17:39:28+00:00;[];1;DKQG98CJb9r;ufsmpm;2025-05-30 14:39:28-03:00;5;False;False;neutro;0;neutra;[];0;0;2025-05-29 18:17:40-03:00;20.363333333333333;20;False
😍😍👏👏;ufsmpm;2025-05-30 17:38:35+00:00;[];0;DKQG98CJb9r;ufsmpm;2025-05-30 14:38:35-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-29 18:17:40-03:00;20.34861111111111;20;False
👏👏👏👏👏;claudia_m_ferrari;2025-05-30 02:47:43+00:00;[];0;DKQG98CJb9r;claudia_m_ferrari;2025-05-29 23:47:43-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-29 18:17:40-03:00;5.5008333333333335;5;False
Que pena! Só soube agora. Quem sabe no ano que vem?;claudia_m_ferrari;2025-05-30 02:47:18+00:00;[];0;DKQG98CJb9r;claudia_m_ferrari;2025-05-29 23:47:18-03:00;11;True;True;neutro;0;duvida;[];0;0;2025-05-29 18:17:40-03:00;5.493888888888889;5;False
